id,rating,content,created_at,updated_at,hotel_id,user_id
969,3,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",2023-12-05,2024-05-21,240,882
970,3,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,2024-01-01,2024-04-08,943,131
971,4,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",2024-02-01,2024-09-17,3,65
972,1,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",2023-11-29,2024-06-02,32,754
973,4,Phasellus sit amet erat.,2024-02-13,2024-08-10,810,891
974,4,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,2024-01-10,2024-06-19,424,294
975,5,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2023-10-24,2024-04-22,663,836
976,1,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2024-01-14,2024-07-26,815,808
977,3,Integer a nibh.,2023-10-25,2024-08-16,59,151
978,5,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,2023-10-21,2024-09-06,375,185
979,1,Proin interdum mauris non ligula pellentesque ultrices.,2023-10-08,2024-04-04,210,620
980,3,Nam tristique tortor eu pede.,2023-12-23,2024-08-09,66,463
981,5,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,2023-10-20,2024-04-09,96,175
982,2,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",2023-12-31,2024-03-23,613,635
983,5,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",2023-11-18,2024-04-06,766,682
984,4,Phasellus id sapien in sapien iaculis congue.,2023-10-14,2024-04-18,932,553
985,5,Pellentesque viverra pede ac diam.,2023-10-20,2024-04-20,129,616
986,3,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",2023-10-03,2024-09-20,700,580
987,5,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,2023-11-19,2024-06-21,357,684
988,2,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,2023-10-08,2024-06-10,877,323
989,2,Sed vel enim sit amet nunc viverra dapibus.,2023-12-20,2024-05-14,738,205
990,2,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",2024-01-16,2024-05-04,736,968
991,4,Donec dapibus.,2023-11-08,2024-06-02,379,478
992,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",2023-11-19,2024-04-08,90,297
993,5,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2024-02-20,2024-05-19,915,950
994,3,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2024-02-19,2024-08-26,911,661
995,5,Nunc purus. Phasellus in felis.,2023-11-11,2024-07-19,537,287
996,4,Donec semper sapien a libero. Nam dui.,2024-01-13,2024-07-10,248,505
997,2,Phasellus in felis. Donec semper sapien a libero.,2023-12-23,2024-07-06,819,464
998,5,Aliquam erat volutpat. In congue. Etiam justo.,2023-10-29,2024-06-09,627,41
999,4,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2023-11-04,2024-04-30,871,346
1000,5,Curabitur in libero ut massa volutpat convallis.,2024-02-03,2024-07-16,622,179
